"machine","location_type","num_vendex_nearby_300","train_AvgDailyPassengers","train_AvgWorkingDayPassengers","n_density_5km","income_average","total_number_of_routes_600","num_hotels","num_hotels_45","small_machine"
1533,"transport",9,101400,112900,4927.30158730159,56368,82,2,1,1
1534,"transport",9,101400,112900,4927.30158730159,56368,82,2,1,0
1535,"transport",9,101400,112900,4927.30158730159,56368,82,2,1,1
1536,"transport",9,101400,112900,4927.30158730159,56368,82,2,1,0
1537,"transport",0,550,500,183.476764199656,45035,7,0,0,0
1538,"transport",0,1400,1600,354.752688172043,54641,40,3,0,1
1539,"others",0,NA,NA,751.44578313253,50569,32,1,0,0
1540,"transport",3,9800,11200,840.44502617801,50389,32,0,0,0
1541,"transport",2,4700,5600,480.917293233083,51445,36,1,1,0
1542,"transport",0,2700,3100,460.104790419162,60689,17,0,0,0
1543,"transport",11,14100,16400,879.546191247974,56451,172,13,2,0
1544,"transport",0,2900,3400,325.940959409594,47700,8,0,0,1
1545,"others",0,2400,2700,3680.54852320675,NA,11,0,0,1
1546,"others",1,NA,NA,919.63963963964,56451,28,2,2,0
1547,"transport",6,60500,70700,4996.36135508156,58274,223,45,19,1
1548,"transport",2,8700,9400,869.508670520231,52621,77,2,0,0
1549,"others",1,NA,NA,527.921440261866,60256,7,1,0,0
1550,"transport",3,7700,9500,4515.98407281001,60984,88,15,5,1
1551,"transport",1,320,360,22.4569967456997,56094,4,0,0,0
1552,"transport",1,11400,13600,1324.60291734198,64179,25,0,0,0
1553,"transport",0,770,860,896.334745762712,63391,2,0,0,1
1554,"others",0,NA,NA,986.924493554328,52392,12,0,0,0
1555,"transport",1,NA,NA,160.913770913771,51137,4,0,0,0
1556,"transport",1,3200,4000,519.003285870756,53175,11,0,0,1
1557,"transport",4,24100,28300,620.3359462486,55139,45,1,0,0
1558,"transport",4,24100,28300,620.3359462486,55139,45,1,0,1
1559,"transport",3,11400,13100,416.182048040455,47618,49,0,0,1
1560,"transport",3,11400,13100,416.182048040455,47618,49,0,0,1
1561,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1562,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1563,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1564,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1565,"transport",6,20000,23800,527.791828793774,57054,25,0,0,0
1566,"transport",1,490,610,605.317286652079,51216,11,0,0,1
1567,"others",2,NA,NA,3784.68883205456,60984,28,4,0,1
1568,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,1
1569,"petrol station",0,NA,NA,832.29797979798,NA,28,0,0,1
1570,"transport",2,13000,16500,3832.68089053803,NA,78,8,5,0
1571,"transport",2,8400,9500,259.826224328594,46892,24,2,1,0
1572,"transport",2,8400,9500,259.826224328594,46892,24,2,1,0
1573,"others",1,NA,NA,150.392953929539,51273,8,0,0,1
1574,"transport",2,NA,NA,83.0631704410012,38361,15,0,0,1
1575,"transport",1,2400,2900,577.562929061785,NA,6,0,0,0
1576,"transport",7,13400,15000,486.825396825397,NA,116,1,0,1
1577,"transport",7,13400,15000,486.825396825397,48992,116,1,0,1
1578,"transport",2,1700,1900,199.21146953405,NA,18,0,0,0
1579,"others",0,NA,NA,126.650602409639,56094,14,0,0,0
1580,"transport",1,NA,NA,543.071161048689,57515,7,0,0,1
1581,"others",0,NA,NA,125.143540669856,56094,9,0,0,0
1582,"transport",4,8500,9700,248.365679264556,46551,90,1,0,1
1583,"transport",0,940,1100,537.795071335927,63959,5,0,0,1
1584,"transport",7,3300,4100,449.884937238494,54077,67,2,1,1
1585,"transport",4,8500,9700,248.365679264556,46551,90,1,0,0
1586,"others",0,NA,NA,506.938997821351,55012,28,3,1,1
1587,"others",1,NA,NA,810.304568527919,41053,40,1,0,1
1588,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,0
1589,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,0
1590,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,0
1591,"transport",0,NA,NA,268.428246013667,60989,8,0,0,0
1592,"transport",5,32000,35300,1010.98660170524,47051,127,2,2,1
1593,"transport",3,19900,22800,902.702237521515,47880,74,5,2,0
1594,"transport",6,60500,70700,4996.36135508156,58274,223,45,19,0
1595,"transport",2,15100,18000,745.121951219512,55492,68,4,1,0
1596,"transport",0,540,690,217.858627858628,51646,8,0,0,0
1597,"transport",9,84700,91800,1560.87224669604,NA,314,31,14,0
1598,"petrol station",1,NA,NA,3638.71279163315,60984,21,1,0,0
1599,"others",0,NA,NA,5409.94987468672,56368,6,1,0,1
1600,"petrol station",1,NA,NA,716.605800214823,59236,13,0,0,0
1601,"others",0,NA,NA,331.095100864553,48692,5,0,0,0
1602,"others",0,NA,NA,1192.79009126467,50467,16,1,0,0
1603,"transport",1,1000,1200,760.099626400996,NA,19,0,0,0
1604,"transport",2,1700,1900,155.937940761636,57906,8,0,0,1
1605,"transport",2,1700,1900,155.937940761636,57906,8,0,0,1
1606,"transport",2,1700,1900,155.937940761636,57906,8,0,0,0
1607,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,0
1608,"petrol station",0,NA,NA,350.727699530516,58396,5,0,0,0
1609,"transport",12,35500,41500,1210.87378640777,97773,108,4,3,0
1610,"transport",2,5000,6000,228.43137254902,58191,27,0,0,0
1611,"transport",0,540,650,353.794788273616,54555,3,0,0,0
1612,"transport",1,2300,2700,341.012345679012,53202,NA,0,0,1
1613,"transport",1,21600,25100,729.288840262582,48500,21,0,0,0
1614,"transport",5,16900,20400,522.104499274311,NA,19,0,0,1
1615,"transport",0,1900,2000,213.373860182371,56094,2,0,0,1
1616,"others",1,NA,NA,4515.98407281001,60984,835,18,6,1
1617,"transport",0,16300,19100,582.016574585635,5970100,10,0,0,1
1618,"transport",0,NA,NA,235.658362989324,52872,4,0,0,0
1619,"transport",0,NA,NA,181.85878962536,47203,6,0,0,0
1620,"transport",1,970,1200,274.451901565996,NA,10,0,0,1
1621,"others",2,NA,NA,1227.81376518219,51792,22,1,1,1
1622,"others",1,NA,NA,689.656925031766,52004,4,0,0,0
1623,"petrol station",0,NA,NA,407.252396166134,52923,6,0,0,1
1624,"others",0,NA,NA,5401.5,58274,49,7,3,0
1625,"transport",4,11600,13300,258.267679164689,47938,92,2,0,1
1626,"others",1,NA,NA,1762.21179624665,46404,35,0,0,1
1627,"others",0,NA,NA,5636.19631901841,58241,18,0,0,0
1628,"others",0,NA,NA,86.0016556291391,41807,16,0,0,1
1629,"transport",10,69300,78100,738.79334257975,51545,205,3,2,0
1630,"transport",10,69300,78100,738.79334257975,51545,205,3,2,1
1631,"others",2,NA,NA,4222.94350842418,60984,22,6,4,1
1632,"others",0,NA,NA,1823.65177195686,NA,14,1,0,0
1633,"transport",2,8600,10100,1646.02385685885,NA,29,0,0,1
1634,"transport",1,1200,1400,165.389830508475,49468,12,0,0,0
1635,"transport",6,21600,25100,1238.60269360269,48500,142,2,1,0
1636,"transport",2,4600,5400,864.02466367713,62986,28,0,0,0
1637,"transport",2,4600,5400,864.02466367713,62986,28,0,0,0
1638,"petrol station",0,NA,NA,405.331491712707,47870,4,0,0,0
1639,"others",4,NA,NA,3787.62257169288,NA,45,6,2,1
1640,"petrol station",0,NA,NA,718.959923664122,51008,2,0,0,0
1641,"others",0,NA,NA,1005.23121387283,61649,10,0,0,0
1642,"others",0,NA,NA,264.617647058824,54946,8,0,0,1
1643,"transport",3,21600,25100,954.35960591133,48500,6,1,0,1
1644,"transport",8,70900,84500,3902.29333333333,60984,92,15,3,0
1645,"transport",0,730,990,5145.44668587896,58274,35,2,0,1
1646,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1647,"transport",3,21600,25100,1074.20574886536,48500,146,2,2,0
1648,"transport",3,NA,NA,38.9836165048544,71897,75,9,5,0
1649,"transport",1,180700,202600,1643.26797385621,55395,16,0,0,0
1650,"transport",1,180700,202600,1643.26797385621,55395,17,0,0,1
1651,"transport",1,NA,NA,731.966794380588,51278,6,0,0,0
1652,"transport",7,3300,4100,449.884937238494,54077,67,2,1,0
1653,"transport",6,5900,6200,728.254486133768,NA,35,3,0,0
1654,"others",1,NA,NA,348.218053927315,53836,21,1,0,0
1655,"others",0,NA,NA,63.9529411764706,57922,5,2,1,1
1656,"transport",1,460,600,200.981661272923,56226,7,0,0,1
1657,"transport",1,460,600,200.981661272923,56226,7,0,0,0
1658,"transport",12,35500,41500,1210.87378640777,97773,108,4,3,1
1659,"transport",0,170,200,342.017543859649,51122,1,0,0,0
1660,"transport",3,21600,25100,954.35960591133,48500,6,1,0,0
1661,"transport",3,21600,25100,954.35960591133,48500,6,1,0,0
1662,"others",0,NA,NA,486.825396825397,48992,38,0,0,0
1663,"others",0,NA,NA,539.422169811321,64952,5,0,0,1
1664,"transport",6,5900,6200,728.254486133768,44827,35,3,0,0
1665,"transport",0,2400,2700,3645.7868852459,60984,18,3,0,1
1666,"others",0,NA,NA,5171.24828532236,57891,45,1,0,1
1667,"transport",0,390,490,203.64161849711,40926,2,0,0,0
1668,"transport",4,94100,107100,2756.92682926829,50343,259,14,5,0
1669,"transport",7,180700,202600,1832.00183654729,51792,42,0,0,0
1670,"petrol station",1,NA,NA,343.689759036145,60209,NA,1,0,0
1671,"transport",2,NA,NA,10.1049475262369,63352,16,3,1,1
1672,"transport",2,NA,NA,10.1049475262369,63352,16,3,1,1
1673,"petrol station",0,NA,NA,3902.29333333333,60984,30,9,2,1
1674,"transport",25,180700,202600,2100.64994298746,51792,417,10,5,0
1675,"transport",2,830,990,114.593406593407,43895,27,0,0,1
1676,"transport",7,180700,202600,1832.00183654729,51792,42,0,0,1
1677,"transport",2,8000,9300,1087.00490998363,99141,16,0,0,0
1678,"transport",5,23500,27600,1053.45509893455,62535,34,3,0,1
1679,"transport",2,17200,20000,728.069705093834,58972,50,1,0,0
1680,"transport",7,35900,42000,964.672489082969,60317,116,1,0,0
1681,"transport",1,2500,3100,821.302931596091,62250,11,0,0,1
1682,"transport",4,24100,28300,620.3359462486,NA,45,1,0,1
1683,"others",0,NA,NA,571.849112426036,55012,13,0,0,0
1684,"transport",0,150,160,298.718801996672,66481,NA,0,0,1
1685,"others",2,NA,NA,807.767175572519,144175,12,0,0,1
1686,"transport",1,2300,2700,1364.50625869263,NA,13,0,0,1
1687,"transport",2,180700,202600,2028.84199134199,51792,55,11,7,0
1688,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1689,"petrol station",1,NA,NA,553.382978723404,83235,1,0,0,0
1690,"transport",3,68100,81100,4276.70146137787,60984,108,18,7,1
1691,"others",0,270,280,686.972602739726,56029,NA,0,0,0
1692,"transport",0,NA,NA,111.477949940405,50813,6,0,0,0
1693,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1694,"petrol station",0,NA,NA,139.514563106796,56094,21,0,0,0
1695,"transport",1,640,760,182.480790340285,46382,13,0,0,1
1696,"transport",1,180700,202600,1432.9093799682,51792,35,0,0,0
1697,"transport",1,1300,1500,748.886894075404,53835,24,0,0,0
1698,"petrol station",1,NA,NA,50.6819984139572,47355,5,0,0,1
1699,"transport",2,NA,NA,37.4773139745917,81588,30,7,3,1
1700,"transport",2,21600,25100,1126.06927710843,48500,24,0,0,0
1701,"transport",6,5900,6200,728.254486133768,44827,35,3,0,1
1702,"transport",0,16900,20400,801.853658536585,64268,48,4,3,1
1703,"others",0,NA,NA,208.560090702948,57202,6,0,0,1
1704,"petrol station",0,NA,NA,581.305637982196,45155,22,1,1,0
1705,"transport",0,NA,NA,18.2510288065844,59427,6,4,1,0
1706,"transport",1,1400,1700,668.639240506329,54900,1,0,0,0
1707,"transport",2,8700,9400,869.508670520231,52621,77,2,0,0
1708,"transport",9,84700,91800,1560.87224669604,63948,314,31,14,1
1709,"transport",1,NA,NA,369.265687583445,49481,2,0,0,0
1710,"others",0,NA,NA,230.178571428571,NA,11,0,0,0
1711,"petrol station",0,NA,NA,409.377162629758,NA,6,0,0,0
1712,"others",0,NA,NA,945.22491349481,47060,13,0,0,0
1713,"transport",0,11300,12100,106.367144432194,47253,18,0,0,0
1714,"others",0,NA,NA,876.004296455424,51273,11,0,0,0
1715,"transport",0,810,980,379.58244111349,50886,6,0,0,0
1716,"transport",4,1900,2200,901,52088,33,0,0,1
1717,"transport",0,140,150,108.104395604396,47183,3,0,0,0
1718,"others",0,NA,NA,227.908653846154,97932,10,0,0,0
1719,"petrol station",1,NA,NA,53.3495145631068,33272,9,0,0,0
1720,"transport",9,23600,24100,571.849112426036,55012,150,8,2,0
1721,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1722,"transport",1,920,1100,133.348946135831,56094,6,0,0,0
1723,"others",0,NA,NA,804.56400742115,59333,3,0,0,1
1724,"transport",7,35900,42000,964.672489082969,60317,116,1,0,1
1725,"transport",0,32100,39900,4120.25886864813,60984,27,0,0,0
1726,"transport",1,1300,1600,554.006888633754,62379,11,0,0,0
1727,"others",0,NA,NA,884.343302990897,43499,6,1,0,0
1728,"transport",1,4900,5500,340.855421686747,NA,25,0,0,1
1729,"transport",0,1400,1700,380.245098039216,55411,2,0,0,1
1730,"transport",1,NA,NA,440.228070175439,46430,17,0,0,1
1731,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1732,"transport",3,1600,1900,69.6733909702209,45159,NA,0,0,0
1733,"others",8,NA,NA,1097.77777777778,40982,161,3,1,0
1734,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1735,"others",2,NA,NA,3784.68883205456,60984,19,3,0,0
1736,"transport",0,310,350,475.33692722372,56094,8,0,0,1
1737,"transport",2,300,330,22.0073215375229,41649,18,0,0,0
1738,"transport",1,NA,NA,290.342960288809,49680,9,0,0,0
1739,"transport",3,1100,1200,209.442424242424,53058,12,0,0,0
1740,"others",0,NA,NA,359.383033419023,51369,6,0,0,0
1741,"others",0,NA,NA,178.492947290275,46892,16,2,0,1
1742,"others",0,NA,NA,271.899371069182,51360,6,0,0,1
1743,"others",2,NA,NA,862.07650273224,61408,37,3,1,1
1744,"others",1,NA,NA,908.019801980198,84446,22,0,0,0
1745,"others",0,NA,NA,213.258325832583,41299,NA,0,0,0
1746,"petrol station",0,NA,NA,189.579967689822,46544,2,0,0,0
1747,"transport",0,NA,NA,532.460526315789,50339,NA,0,0,0
1748,"transport",2,21600,25100,1126.06927710843,48500,23,1,1,1
1749,"transport",1,700,730,207.57341576507,56094,11,0,0,0
1750,"transport",1,7000,7700,225.809248554913,45210,43,1,0,0
1751,"transport",1,750,890,339.281767955801,64839,1,0,0,0
1752,"transport",1,3600,4200,783.808777429467,72349,16,0,0,0
1753,"others",0,NA,NA,1907.80388151175,51792,14,2,0,0
1754,"others",0,NA,NA,391.108033240997,47040,11,0,0,0
1755,"petrol station",0,NA,NA,80.3958529688973,NA,2,0,0,1
1756,"petrol station",0,NA,NA,59.2709466811752,51454,12,0,0,0
1757,"others",0,NA,NA,449.693548387097,45799,2,0,0,1
1758,"transport",0,840,960,245.333333333333,51229,6,0,0,0
1759,"transport",0,450,610,288.318042813456,51302,3,0,0,0
1760,"transport",1,160,190,370.122807017544,47462,4,0,0,1
1761,"transport",1,1200,1400,317.575757575758,58180,11,0,0,0
1762,"others",0,NA,NA,640.530401034929,56541,9,0,0,0
1763,"transport",3,11300,12100,106.367144432194,NA,66,1,0,1
1764,"transport",0,NA,NA,147.874015748031,56094,13,3,2,0
1765,"transport",0,1000,1200,277.182320441989,58006,15,1,0,0
1766,"transport",1,560,630,991.177336276674,54617,3,0,0,0
1767,"others",0,NA,NA,797.505285412262,61975,12,0,0,0
1768,"transport",0,420,500,255.108005082592,57974,4,0,0,1
1769,"petrol station",0,NA,NA,5682.84144427002,5827400,25,3,1,1
1770,"others",2,NA,NA,231.835205992509,48790,19,1,0,0
1771,"transport",0,NA,NA,455.908529048208,42487,3,0,0,1
1772,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1773,"transport",1,14500,16800,449.711538461538,51602,7,0,0,0
1774,"petrol station",0,NA,NA,446.336842105263,52785,11,0,0,0
1775,"petrol station",0,NA,NA,783.941605839416,52339,15,1,0,1
1776,"petrol station",0,NA,NA,142.351885098743,NA,6,1,0,0
1777,"transport",0,NA,NA,46.8145161290323,NA,6,0,0,0
1778,"transport",1,180700,202600,1654.85321100917,51792,28,0,0,0
1779,"transport",1,180700,202600,1643.26797385621,55395,13,1,0,1
1780,"transport",0,NA,NA,164.376590330789,47892,7,0,0,0
1781,"transport",0,390,500,346.421845574388,82591,6,0,0,0
1782,"petrol station",0,NA,NA,634.531410916581,67928,26,2,0,0
1783,"transport",4,NA,NA,688.634812286689,82590,18,0,0,0
1784,"petrol station",1,NA,NA,1382.4358974359,48827,16,0,0,0
1785,"transport",7,180700,202600,1832.00183654729,51792,42,0,0,1
1786,"transport",1,1200,1500,322.348367029549,67179,14,0,0,0
1787,"transport",1,600,750,214.901185770751,45178,5,0,0,0
1788,"transport",11,23600,26800,1229.00726392252,50449,149,7,1,0
1789,"others",0,NA,NA,17.4098057354302,38934,2,1,0,1
1790,"transport",0,180700,202600,733.662182361734,82590,19,0,0,1
1791,"transport",0,NA,NA,106.349809885932,38401,6,0,0,0
1792,"others",0,NA,NA,2139.28,51792,37,1,0,1
1793,"transport",1,3600,4200,783.808777429467,72349,16,0,0,0
1794,"transport",0,NA,NA,16.7272727272727,NA,NA,0,0,1
1795,"transport",0,NA,NA,19.4146341463415,36249,16,1,0,1
1796,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1797,"transport",2,6200,7500,708.622881355932,109818,3,0,0,0
1798,"transport",1,11600,14500,1611.30105900151,66833,31,2,0,0
1799,"transport",0,NA,NA,647.196850393701,55395,2,0,0,0
1800,"transport",1,530,630,4483.08755760369,82856,12,0,0,0
1801,"others",0,NA,NA,268.828828828829,51360,18,0,0,0
1802,"transport",0,650,750,457.36225087925,54162,16,0,0,0
1803,"others",1,NA,NA,930.60212514758,59229,3,1,0,0
1804,"transport",1,350,420,320.875331564987,56094,5,0,0,0
1805,"transport",2,13700,13500,5249.6,61254,73,1,0,1
1806,"others",1,NA,NA,507.264618434093,54077,38,0,0,0
1807,"transport",1,1100,1100,1627.133243607,60209,14,0,0,0
1808,"others",1,NA,NA,162.21978021978,49641,19,0,0,1
1809,"transport",0,NA,NA,196.090322580645,53797,17,0,0,1
1810,"transport",0,NA,NA,23.7435519528371,45575,23,0,0,0
1811,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
1812,"others",0,NA,NA,3465.55066079295,60984,12,0,0,0
1813,"others",0,NA,NA,362.953692115144,45972,4,0,0,1
1814,"transport",0,220,270,130.809968847352,50298,2,0,0,0
1815,"others",1,NA,NA,986.741973840666,47051,103,2,2,0
1816,"petrol station",1,NA,NA,695.810397553517,50836,10,0,0,0
1817,"transport",0,90,100,48.1437125748503,46793,NA,0,0,1
1818,"transport",1,19900,22800,902.702237521515,47880,75,6,3,1
1819,"transport",7,15200,17500,792.250879249707,53886,90,8,2,0
1820,"transport",2,1800,2000,81.8693009118541,43721,16,0,0,1
1821,"transport",1,1300,1600,543.481575603558,59660,9,0,0,0
1822,"transport",0,2700,3100,281.559356136821,56624,34,0,0,1
1823,"transport",0,NA,NA,143.180026281209,60918,4,0,0,0
1824,"transport",9,42800,48000,1095.88624338624,40982,165,3,1,0
1825,"others",3,NA,NA,2021.28834355828,NA,21,4,1,0
1826,"transport",2,3600,4200,1260.85336538462,70488,24,0,0,0
1827,"transport",1,490,570,118.256070640177,45055,6,0,0,0
1828,"transport",0,70,100,516.513944223108,NA,6,0,0,0
1829,"transport",11,23600,26800,1229.00726392252,50449,149,7,1,1
1830,"others",0,NA,NA,555.576407506702,88827,6,0,0,1
1831,"transport",1,1200,1500,322.348367029549,67179,14,0,0,0
1832,"transport",0,890,1100,660.962288686606,53229,11,0,0,1
1834,"others",1,NA,NA,695.810397553517,NA,10,0,0,1
1835,"others",0,NA,NA,193.180473372781,56094,3,0,0,1
1836,"transport",1,7700,8900,864.147339699864,52682,8,0,0,0
1837,"petrol station",0,NA,NA,76.8041237113402,38796,9,0,0,0
1838,"transport",0,420,480,157.991071428571,47921,12,1,0,0
1839,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
1840,"transport",7,13400,15000,486.825396825397,48992,116,1,0,0
1841,"others",2,NA,NA,429.8,46036,21,0,0,1
1842,"others",0,NA,NA,1333.27359617682,49085,39,0,0,1
1843,"others",0,NA,NA,98.3201058201058,44022,12,0,0,1
1844,"petrol station",0,NA,NA,310.377358490566,42502,4,0,0,1
1845,"others",0,NA,NA,3571.87588152327,NA,16,1,0,1
1846,"transport",0,NA,NA,134.129244249726,42177,28,1,0,0
1847,"transport",0,700,830,117.37532808399,42644,9,0,0,0
1848,"others",0,NA,NA,275.240274599542,58422,5,0,0,0
1849,"transport",3,17000,19200,859.014084507042,52339,107,4,1,1
1850,"transport",2,300,330,22.0073215375229,41649,18,0,0,0
1851,"transport",1,NA,NA,165.712809917355,50063,9,0,0,0
1852,"transport",0,NA,NA,78.2554945054945,59066,1,0,0,0
1853,"petrol station",0,NA,NA,600.46398046398,55328,6,0,0,0
1854,"others",1,NA,NA,4594.54724409449,56368,68,5,1,1
1855,"others",0,NA,NA,1553.94468704512,50504,33,1,0,0
1856,"transport",1,1200,1400,317.575757575758,58180,11,0,0,1
1857,"transport",9,42800,48000,1095.88624338624,40982,165,3,1,1
1858,"transport",1,5000,5800,1560.77941176471,131539,25,1,1,1
1859,"transport",1,1300,1600,269.223602484472,54946,8,0,0,1
1860,"transport",0,2500,3000,1271.66377816291,61766,5,0,0,1
1861,"transport",1,50,50,42.327221438646,43680,8,0,0,1
1862,"transport",1,470,530,199.21146953405,48677,13,0,0,0
1863,"transport",0,970,1300,866.401766004415,61408,22,0,0,1
1864,"petrol station",4,NA,NA,267.676300578035,51500,8,1,0,1
1865,"transport",0,190,240,159.858757062147,48660,NA,0,0,0
1866,"transport",0,290,310,235.488721804511,60654,4,0,0,0
1867,"others",0,NA,NA,162.435233160622,42582,13,1,0,0
1868,"transport",4,14200,16100,730.519645120405,NA,46,0,0,0
1869,"transport",0,32100,39900,3502.50189537528,60984,11,0,0,1
1870,"transport",3,5200,6200,568.761682242991,52412,16,0,0,0
1871,"transport",1,NA,NA,165.712809917355,50063,9,0,0,1
1872,"transport",2,6800,8000,581.305637982196,45155,99,2,1,0
1873,"others",0,NA,NA,1238.60269360269,48500,39,0,0,0
1874,"transport",0,NA,NA,107.11222301644,53420,7,0,0,1
1875,"transport",4,1900,2200,901,52088,33,0,0,0
1876,"others",1,NA,NA,10.6882406563355,51496,39,4,1,0
1877,"transport",2,3500,4300,387.442396313364,67454,15,0,0,0
1878,"transport",5,32000,35300,1010.98660170524,47051,127,2,2,0
1879,"transport",1,NA,NA,347.511811023622,51962,11,0,0,0
1880,"petrol station",0,NA,NA,840.44502617801,50389,2,0,0,0
1881,"transport",1,460,520,139.072164948454,50478,7,0,0,0
1882,"petrol station",1,NA,NA,652.382978723404,53189,61,0,0,1
1883,"transport",1,10300,11800,162.21978021978,49641,18,0,0,1
1884,"transport",3,NA,NA,15.399889685604,31570,10,2,0,0
1885,"transport",1,5100,6000,1349.52198852772,79081,14,0,0,1
1886,"transport",0,440,540,866.319910514541,55038,12,0,0,0
1887,"transport",7,15900,16300,156.379569354031,49943,8,0,0,0
1888,"transport",2,NA,NA,152.139253279516,56528,40,3,0,0
1889,"transport",1,396300,441400,3901.76013805004,61851,11,1,1,0
1890,"transport",0,2100,2000,10.9741431148527,44137,24,0,0,0
1891,"transport",0,32000,35300,819.122974261201,47239,10,0,0,1
1892,"transport",1,4500,5100,220.658385093168,44883,NA,0,0,0
1893,"transport",4,NA,NA,688.634812286689,NA,18,0,0,1
1894,"transport",0,290,320,164.450331125828,56094,5,0,0,0
1895,"others",0,NA,NA,581.305637982196,45155,61,0,0,1
1896,"others",0,NA,NA,353.171428571429,51064,17,0,0,1
1897,"petrol station",1,NA,NA,371.880341880342,50836,12,0,0,0
1898,"transport",1,290,370,88.9819376026273,41761,1,0,0,0
1899,"transport",1,360,450,347.112068965517,51064,8,0,0,1
1900,"others",1,NA,NA,587.072625698324,52412,56,1,0,0
1901,"transport",1,160,190,240.322580645161,52149,2,0,0,1
1902,"transport",2,3500,4300,387.442396313364,67454,15,0,0,0
1903,"transport",4,14200,16100,730.519645120405,143815,46,0,0,0
1904,"others",0,NA,NA,873.855140186916,54900,3,0,0,1
1905,"transport",0,240,270,292.342342342342,48790,1,0,0,1
1906,"transport",0,800,940,876.412742382271,90417,14,0,0,0
1908,"transport",0,770,880,486.267857142857,55693,6,0,0,1
1909,"transport",0,490,570,1421.25448028674,54617,12,0,0,0
1910,"transport",4,21700,23600,923.351293103448,143815,60,2,1,0
1911,"transport",0,450,500,1026.01731601732,52626,10,0,0,0
1912,"petrol station",2,NA,NA,1201.79104477612,40982,25,0,0,0
1913,"transport",0,850,970,943.381742738589,59364,2,0,0,1
1914,"transport",1,240,290,429.8,48637,17,0,0,0
1915,"transport",0,700,790,182.449528936743,45488,10,0,0,1
1916,"others",0,NA,NA,1491.14035087719,118658,8,1,0,0
1917,"others",0,NA,NA,39.1161971830986,5815500,16,0,0,0
1918,"others",0,NA,NA,1985.5625,NA,27,0,0,1
1919,"transport",4,1100,1300,376.630327056492,NA,52,1,0,0
1920,"others",1,NA,NA,968.875502008032,56292,11,0,0,0
1921,"transport",5,2700,3200,121.332046332046,56094,15,0,0,0
1922,"others",0,NA,NA,250.564399421129,51952,2,0,0,1
1923,"others",0,NA,NA,164.272608125819,56094,13,0,0,0
1925,"others",1,260,310,851.595006934813,97773,10,0,0,0
1926,"transport",2,2800,3400,1416.42411642412,55115,28,3,2,0
1927,"transport",3,370,420,882.565632458234,51545,54,0,0,1
1928,"petrol station",2,NA,NA,851.212121212121,42107,24,0,0,1
1929,"transport",1,NA,NA,37.4773139745917,64284,81,4,2,0
1930,"transport",0,100,100,445.155709342561,73193,2,0,0,1
1931,"others",1,NA,NA,1177.43523316062,40982,22,0,0,0
1932,"transport",4,7800,9200,1056.16,52392,40,1,1,0
1933,"others",0,NA,NA,2026.85567010309,47406,27,0,0,1
1934,"transport",1,360,450,521.383333333333,52491,17,0,0,0
1935,"others",0,NA,NA,917.946127946128,40982,11,0,0,0
1936,"petrol station",1,NA,NA,304.952481520591,56624,26,0,0,1
1938,"transport",1,NA,NA,381.589147286822,47309,6,0,0,0
1939,"others",2,NA,NA,149.41437444543,45579,12,1,0,0
1940,"petrol station",0,NA,NA,121.332046332046,NA,17,0,0,0
1941,"others",0,NA,NA,1536.9356223176,51792,18,0,0,1
1942,"others",0,NA,NA,199.21146953405,43333,3,0,0,1
1943,"transport",1,300,330,801.020114942529,56727,25,0,0,1
1944,"transport",3,1600,1900,69.6733909702209,45159,NA,0,0,0
1945,"transport",0,NA,NA,280.973111395647,40505,7,0,0,0
1946,"transport",9,90,110,4927.30158730159,56368,84,3,2,0
1947,"transport",2,180700,202600,1544.41964285714,5179200,18,0,0,0
1948,"petrol station",0,NA,NA,815.8038585209,63175,5,0,0,1
1949,"transport",3,3200,4000,531.876543209877,56721,10,0,0,0
1950,"transport",2,3800,4100,3581.32434575734,60984,18,1,0,0
1951,"transport",2,10300,11800,438.064516129032,49854,50,1,0,0
1952,"transport",0,NA,NA,168.839009287926,36817,NA,0,0,0
1953,"others",0,NA,NA,251.826589595376,46570,3,0,0,1
1954,"transport",1,NA,NA,331.601208459214,49480,7,0,0,0
1955,"transport",4,11600,13300,258.267679164689,47938,92,2,0,1
1956,"transport",2,740,920,495.011261261261,45908,21,0,0,0
1957,"others",3,NA,NA,1696.67039106145,54276,44,0,0,1
1958,"transport",1,3000,3600,231.818181818182,56094,34,0,0,0
